document,sentence,dovish,hawkish,neutral
20180321.txt,"Hi, Jeanna Smialek with Bloomberg New s.  So obviously you guys reduced your NAIRU  estimate s slightly  today, but if you continue to see job gains around 200,000 a month, primary labor participation rising slightly, pretty sustainably, you know, moderate wage increases, at what point are you guys going to start to question whether y ou’re actually overshooting full employment?",0.017984334379434586,0.9375994205474854,0.04441631957888603
20180321.txt,"And, if you start to question that, how is that going to impact policy?",0.00019988305575679988,8.971059287432581e-05,0.9997103810310364
20180321.txt,CHAIRMAN POWELL.,0.00010669470793800429,0.00016958548803813756,0.9997237324714661
20180321.txt,So I guess I ’d start by saying that the natural rate of unemployment is not something that we can observe directly.,0.0004101836238987744,5.922231503063813e-05,0.9995306730270386
20180321.txt,"We look at a wide range of indicators on that —you know, 15 or 20 of them at least .",0.0001224971783813089,0.00014936247316654772,0.9997281432151794
20180321.txt,"And also, I think we all understand that any point estimate is surrounded by very wide uncertainty bands .",0.0004095591139048338,0.00017383601516485214,0.9994165897369385
20180321.txt,"So as the —as the actual unemployment rate has declined  from 10 perce nt to 4.1 percent , the Committee ’s median estimate of the natural rate of unemployment has also declined by a full percentage point.",0.6028836965560913,0.0504925511777401,0.3466237485408783
20180321.txt,"So the Committee —and , I think, people —are generally influenced by data.",9.41440011956729e-05,0.0001726367772789672,0.9997331500053406
20180321.txt,"As they see unemployment going lower, they ’re loo king at a variety of aspects of the labor market, including wage inflation and price inflation.",0.9769850969314575,0.01803918182849884,0.004975731018930674
20180321.txt,"So I don’ t think we, we —we ’re mindful of the uncertainty of that, and we ’ll be looking at that.",0.0002740499621722847,8.275832078652456e-05,0.9996432065963745
20180321.txt,"So, as —if inflation —if unemployment does continue to go down, we ’ll continue to do that.",0.39167001843452454,0.5920414328575134,0.01628856174647808
20180321.txt,"As I mentioned earlier, there is no —there’ s no sense in the data that we ’re on the cusp of an acceleration of inflation.",0.042328011244535446,0.013150094076991081,0.9445219039916992
20180321.txt,"We have seen moderate increases in wages and price inflation, and we seem to be seeing more of that.",0.0001689793134573847,0.9995856881141663,0.0002453132765367627
20180321.txt,We’ll be alert to that.,0.0002692315902095288,0.00018481143342796713,0.9995458722114563
20180321.txt,"I guess the idea —the theory would be that if you get below the sustainable rate of unemployment for a sustained

March 21,

period, you would see an acceleration of inflation.",0.002405812032520771,0.9969114661216736,0.0006827777833677828
20180321.txt,"So we would know that then, a nd we ’re very alert to it, but it’ s not something we observe at the present.",0.00019413053814787418,9.562691411701962e-05,0.9997102618217468
20180321.txt,SAM FLEMING.,0.00014617512351833284,0.0001231761125382036,0.9997305274009705
20180321.txt,Thanks very much.,0.0027798416558653116,0.0020187452901154757,0.9952014684677124
20180321.txt,Sam Fleming from Financial Times.,6.516760913655162e-05,7.986513082869351e-05,0.9998549222946167
20180321.txt,You and other policymakers have talked about headwinds turning into tailwinds recently.,0.00031381429289467633,0.002987776417285204,0.9966984391212463
20180321.txt,"Does that imply that you think now a higher neutral rate of interest is operative in the U.S. economy, and how would you assess the implications for monetary policy?",0.08593018352985382,0.8809584379196167,0.033111345022916794
20180321.txt,"And s econd question—this is obviously your first press conference, so it ’s a little early to ask this question, but would you like to do this more ofte n?",0.00033810967579483986,0.00038594246143475175,0.9992759823799133
20180321.txt,Thanks.,0.0110347680747509,0.00588826322928071,0.9830769300460815
20180321.txt,CHAIRMAN POWELL.,0.0001066946133505553,0.00016958548803813756,0.9997237324714661
20180321.txt,"Longer -run values like the neutral rate of interest, the natural rate of unemployment, the potential growth rate of the economy are pinned down by slow - moving forces over time.",0.00010760729492176324,0.00010319547436665744,0.9997891783714294
20180321.txt,So they don’ t—they don’t  move around very much.,0.00016138666251208633,0.00010737411503214389,0.9997312426567078
20180321.txt,"So I wouldn’ t expect the Committee ’s, you know, predictions or projections or estimates of those values to move quickly.",0.0005175627302378416,4.5268745452631265e-05,0.999437153339386
20180321.txt,They ’ll move slowly.,0.00026976672234013677,0.00015574962890241295,0.9995744824409485
20180321.txt,"So is it possible that the neutral rate of interest would move up because of, for example, greater fiscal expan sion?",0.0026012640446424484,0.8996963500976562,0.09770237654447556
20180321.txt,There’ s literature that says that.,0.0007769071380607784,0.00010871335689444095,0.9991143345832825
20180321.txt,There’s —there are reasons that that might be the case.,0.0005856811767444015,0.00017437440692447126,0.9992399215698242
20180321.txt,"In fact, it did tick  up one -tenth , as you all know, in the —in the median at this time.",0.022486964240670204,0.07138790190219879,0.9061250686645508
20180321.txt,"But it’ s—I think, generally speaking, the Committee sees the neutral rate of interest as still quite low and is not—is not seeing it as having moved up and is open to the possibility that it will.",0.9486428499221802,0.000725947436876595,0.05063118413090706
20180321.txt,SAM FLEMING.,0.00014617540000472218,0.00012317622895352542,0.9997305274009705
20180321.txt,And p ress conferences ?,0.0017123648431152105,0.001144216861575842,0.9971433281898499
20180321.txt,CHAIRMAN POWELL.,0.0001066948170773685,0.0001695859682513401,0.9997237324714661
20180321.txt,"Ah, press conferences.",8.059616811806336e-05,0.00014608270430471748,0.9997733235359192
20180321.txt,So that ’s something that I ’m go ing to be carefully considering.,0.0001198251629830338,0.00021741425734944642,0.9996627569198608
20180321.txt,I have not made a decision about it.,0.00015450670616701245,0.00010754721733974293,0.9997380375862122
20180321.txt,My colleagues and I are committed to communicating as clearly as possible about what we ’re doing and why we ’re doing it.,5.14975909027271e-05,0.00031062529888004065,0.9996378421783447
20180321.txt,"I would want to think very carefully about it and make sure that no one would take more

March 21,

frequent press conferences as a signal of the path of policy.",0.00012394100485835224,0.000253785663517192,0.9996222257614136
20180321.txt,"And so, it is  something that I ’ll be thinking about.",0.000151310654473491,0.0002611542586237192,0.9995874762535095
20180321.txt,ADAM SHAPIRO.,0.00021166159422136843,0.0001451577409170568,0.9996432065963745
20180321.txt,Adam Shapiro with the Fox Business Network .,0.001743830507621169,0.0010317601263523102,0.9972244501113892
20180321.txt,"You brought up the fiscal stimulus and the impact it’ s having, and I was curious , how is the change in the federal budget deficit —because the stimulus is coming with great debt —has it changed your approach to how many securities you ’re going to allow to roll off the balance sheet, and is there a level of Treasury supply at which the Fed would consider adjusting its balance sheet roll -off, given how much the U.S. government ’s going to have to borrow going forward?",0.053935423493385315,0.6865639686584473,0.259500652551651
20180321.txt,"And, then a second question, things beyond your control —the President  is expected to announce  new tariffs against China, and does  the Committee discuss what potential impacts that could have in regards to inflation ?",0.00032954177004285157,0.0012974523706361651,0.9983729124069214
20180321.txt,And do you have a timeline as to how you would respond to that?,0.0004591319302562624,0.00020016293274238706,0.9993407130241394
20180321.txt,CHAIRMAN POWELL.,0.0001066944096237421,0.00016958516789600253,0.9997237324714661
20180321.txt,"So, in terms of the balance sheet, we ’ve said that , you know, we carefully developed this plan .",0.00022932262800168246,0.00037514857831411064,0.999395489692688
20180321.txt,We carefully socialized it in a series of meetings last year.,0.00012559759488794953,0.0002947980538010597,0.9995796084403992
20180321.txt,"We announced it, and we said we wouldn’ t change it , really , unless there were a significant downturn that required, you know, meaningful reductions in interest rates.",0.31513169407844543,0.6586315631866455,0.02623675763607025
20180321.txt,And I have no inclination to revisit that.,0.0006151847774162889,6.474808469647542e-05,0.9993200302124023
20180321.txt,"We ’re going to use monetary policy as the principle tool of adjusting, you know, our policy.",9.537720325170085e-05,8.826385601423681e-05,0.999816358089447
20180321.txt,"So, on the second question, on tariffs, a number of participants in this FOMC did bring up the is sue of tariffs, and if I could summarize what came out of that , it was, first, that there ’s no thought, I think, that changes in trade policy should have any effect on the current outlook.",8.153161616064608e-05,0.0001162146872957237,0.99980229139328
20180321.txt,"Second thing is, I would say , is that a number of participants rep orted in —about their conversations with business leaders around the country and reported that trade policy has become a concern going forward for that group.",7.197682134574279e-05,0.00026459014043211937,0.9996634721755981
20180321.txt,"March 21,

MART IN CRUTSINGER.",0.00021526725322473794,0.0001927792764035985,0.9995918869972229
20180321.txt,Marty Crutsinger with the Associated Press.,0.0004625456058420241,0.00044830067781731486,0.9990891218185425
20180321.txt,You talked about the fact that th e Summary of Economic Projections is based on the outlook of all the members of the FOMC.,7.928938430268317e-05,9.00827581062913e-05,0.9998306035995483
20180321.txt,"Can you tell us anything, though, about the staff forecast and how that was impacted by the—we had a $1½ trillion tax cut, w e’ve had $300 billion  in increased government spending —the staff forecast that you ’re working with, are those reflected —how were they impacted by that?",0.0005598182906396687,0.000783420808147639,0.9986567497253418
20180321.txt,And how did that impact the discussions?,0.00011233741679461673,0.00010293238301528618,0.9997846484184265
20180321.txt,CHAIRIMAN POWELL.,0.00019582042295951396,0.00011658186849672347,0.999687671661377
20180321.txt,"So w e look at the staff forecasts and the Board forecasts —and , by the way, the re are 12 excellent Reserve Bank staffs who have their own views and do their own work—w e look at those as informing the decisions of the policymakers.",5.2612373110605404e-05,0.00011534738587215543,0.999832034111023
20180321.txt,So —and it ’s really the policymakers ’ views that we talk about in the SEP .,0.00010618724627420306,0.00012064269685652107,0.9997732043266296
20180321.txt,"We don’ t—we do n’t, you know, talk about the staff forecast.",0.00010156267671845853,6.699733785353601e-05,0.9998314380645752
20180321.txt,It’s a particular thing under —done under particular rules and circumstances .,0.0003219206409994513,0.00017299236787948757,0.9995050430297852
20180321.txt,"And, really, it ’s the policymakers that then take that as input and create their forecasts , which are what drive policy.",8.931557385949418e-05,0.00010995174670824781,0.9998007416725159
20180321.txt,MART IN CRUTSINGER.,0.0006095884018577635,0.00019014727149624377,0.9992002844810486
20180321.txt,"That had no impact, though?",0.00027201519696973264,8.812153828330338e-05,0.9996398687362671
20180321.txt,"It’s s uch a—that ’s a major increase in government stimulus that you ’re—that had to have  had an impact on the discussions, I would think, though.",0.4470420479774475,0.4952537417411804,0.05770421773195267
20180321.txt,CHAIRMAN POWELL.,0.00010669450421119109,0.00016958516789600253,0.9997237324714661
20180321.txt,"Well , the—you’re right.",0.00010440866026328877,0.00015849446936044842,0.9997370839118958
20180321.txt,"So fiscal stimulus is a, y ou know, a meaningful input into, you know, into the SEP and particularly in the changes over the course of last year and this year.",0.9873712062835693,0.0008525567245669663,0.011776238679885864
20180321.txt,"And individual policymakers went through, with their staffs, a range of estimates, a range of literature, and did their ow n thinking and came up with their own estimates and submitted those as their Summary of Economic Projections —as their projections.",8.34952006698586e-05,0.0002169537328882143,0.999699592590332
20180321.txt,Those are not the staff ’s projections.,0.00010735338582890108,7.501539948862046e-05,0.9998176693916321
20180321.txt,Those are our projections.,0.00017250122618861496,0.0002921812410932034,0.999535322189331
20180321.txt,"March 21,

HEATHER LONG.",0.0002224974159616977,0.00019529869314283133,0.9995822310447693
20180321.txt,"Heather Long, Washington Post .",0.0021151320543140173,0.001197285484522581,0.9966875910758972
20180321.txt,I—what wil l it take to get to four rate hikes this year?,0.0006420561694540083,0.011948417872190475,0.9874094128608704
20180321.txt,"It ’s clear from the dot plot that many members do think four would be appropriate, but clearly something was holding a number of the FOMC members back.",0.0007721998845227063,0.0011797127081081271,0.9980480670928955
20180321.txt,Is it concerns about these potential trade tariffs that  are going into effect?,0.0005760361673310399,0.00406416691839695,0.9953597187995911
20180321.txt,Is it just that people want to wait and see a little longer before they raise?,0.00019384505867492408,0.00011314422590658069,0.9996930360794067
20180321.txt,Can you give us some more insight into why people didn’ t go to four this time —the media n—even though the economic projections look very healthy?,0.04247858375310898,0.0033607168588787317,0.954160749912262
20180321.txt,CHAIRMAN POWELL.,0.0001066944096237421,0.00016958516789600253,0.9997237324714661
20180321.txt,"I would go back to the thought that, you know, we made one decision at this meeting , and that decision was to raise the federal funds rate by 25  basis points.",0.00047837544116191566,0.9987117052078247,0.0008099116967059672
20180321.txt,The projections are really just individual projections t hat ar e submitted and then compiled.,7.956327317515388e-05,0.00010620699322316796,0.9998142123222351
